order_id,order_date,product_id,customer_id,quantity,price,payment_status,days_to_pay
12833,2025-02-19,537,464,40,2239.86,Paid,51.0
12834,2025-02-05,582,251,184,1213.01,Paid,9.0
12835,2025-11-22,673,354,355,649.49,Denied,
12836,2024-07-31,673,368,178,348.7,Paid,20.0
12837,2025-07-23,506,487,295,3738.63,Paid,9.0
12838,2024-10-16,616,248,423,943.99,PD,21.0
12839,2025-08-03,555,585,3,1531.59,denied,
12840,2024-11-11,573,462,39,854.47,paid,8.0
12841,2024-07-28,530,156,2,1074.81,PD,4.0
12842,2024-06-26,632,344,1,429.44,Paid,17.0
12843,2025-01-08,506,557,244,2911.14,denied,
12844,2025-10-18,510,315,1,319.36,PD,7.0
12845,2025-11-06,608,500,479,1945.34,Overdue,
12846,2025-03-04,530,419,2,993.64,Paid,18.0
12847,2025-06-16,611,290,123,1905.34,Overdue,
12848,2025-09-16,567,549,5,3238.14, PAID ,46.0
12849,2024-01-26,668,247,398,4634.96,Denied,
12850,2024-09-04,645,425,2,578.97,PD,7.0
12851,2024-12-19,644,442,43,4517.6,paid,26.0
12852,2025-03-05,617,321,35,986.99,denied,
12853,2025-05-05,542,291,36,2500.17,Paid,22.0
12854,2024-06-26,618,485,29,1204.74,Paid,11.0
12855,2025-12-03,509,237,368,731.53,Denied,
12856,2025-11-10,539,138,45,2358.49,Paid,51.0
12857,2024-10-06,588,636,24,1040.84,Paid,44.0
12858,2024-04-26,580,531,4,813.8,Paid,49.0
12859,2024-09-25,599,433,269,528.97,Paid,2.0
12860,2025-05-25,647,117,191,780.15,Overdue,
12861,2024-03-18,593,624,10,645.71,Paid,32.0
12862,2024-01-13,609,408,44,1463.64,Paid,7.0
12863,2025-10-13,629,495,33,3133.86,Denied,
12864,2024-04-08,681,539,44,817.35,denied,
12865,2024-06-21,578,226,21,1664.74,denied,
12866,2025-06-13,546,591,248,3434.45,overdue,
12867,2025-04-26,616,494,166,328.89,denied,
12868,2024-08-31,645,185,4,1241.47,Paid,55.0
12869,2024-11-17,609,189,14,506.0, PAID ,8.0
12870,2025-06-10,520,189,392,3125.1,Paid,12.0
12871,2024-08-02,617,122,43,1315.32,PD,47.0
12872,2024-11-19,522,460,10,435.04,Paid,51.0
12873,2024-09-12,627,462,47,2506.35,Paid,16.0
12874,2025-04-10,629,234,39,3925.52,Paid,59.0
12875,2024-06-11,598,388,48,2960.53,Paid,6.0
12876,2024-12-03,557,366,13,1172.1,PD,6.0
12877,2025-09-06,623,390,2,394.97,Paid,14.0
12878,2024-05-18,597,369,45,2669.3,Paid,19.0
12879,2024-11-21,554,510,22,1210.61,Paid,35.0
12880,2024-10-18,513,230,211,786.54,PD,36.0
12881,2025-03-11,654,337,136,1007.41,Denied,
12882,2025-06-05,507,296,228,568.41,Paid,39.0
12883,2024-03-02,623,236,4,743.4,Paid,23.0
12884,2025-09-22,607,428,322,469.21,overdue,
12885,2024-03-08,679,483,470,5214.31,Paid,57.0
12886,2024-03-17,532,462,28,1557.71,paid,26.0
12887,2024-05-25,614,515,22,2088.82,paid,58.0
12888,2024-11-24,587,240,1,424.27,Paid,11.0
12889,2025-10-17,630,233,141,1967.77,Overdue,
12890,2024-11-11,514,546,1,348.37,Paid,15.0
12891,2025-10-08,598,636,12,730.27,Paid,44.0
12892,2025-09-12,559,168,3,1214.58,Paid,19.0
12893,2025-12-08,601,229,2,1000.24,Paid,55.0
12894,2024-06-09,562,259,34,787.9,Paid,31.0
12895,2024-04-21,554,111,15,866.84,Paid,45.0
12896,2024-10-18,672,417,259,2076.41,denied,
12897,2025-07-14,586,295,32,3527.72,Paid,40.0
12898,2025-05-04,575,206,2,1085.92, PAID ,37.0
12899,2025-08-15,535,320,13,810.8,Denied,
12900,2024-03-05,606,272,31,2482.11,Paid,14.0
12900,2024-03-05,606,272,31,2482.11,Paid,14.0
12901,2025-01-25,644,214,28,3067.06,Paid,34.0
12902,2025-12-29,558,488,37,775.43,Paid,1.0
12903,2025-12-30,631,307,18,704.52,Paid,50.0
12904,2024-02-21,583,448,46,4664.16,Paid,13.0
12905,2024-11-29,533,182,20,367.17,denied,
12906,2024-07-01,576,283,176,967.41,Paid,37.0
12907,2024-05-03,601,453,1,535.08,Paid,55.0
12908,2024-06-02,566,519,441,1460.61,paid,31.0
12909,2025-03-23,518,618,241,2163.08,Denied,
12910,2024-12-25,548,361,40,956.5, PAID ,2.0
12911,2024-10-07,656,180,49,1271.52,Paid,39.0
12912,2024-03-04,568,506,1,233.77,Paid,6.0
12913,2024-07-20,503,113,24,2085.2,PD,51.0
12914,2024-04-25,553,265,27,935.38,Paid,15.0
12915,2024-07-27,664,516,12,386.57,Paid,33.0
12916,2024-06-18,561,110,114,1209.6,overdue,
12917,2025-07-13,614,169,39,3619.54,Denied,
12918,2024-12-23,617,482,11,357.03,PD,42.0
12919,2025-08-22,590,562,48,3450.88,overdue,
12920,2024-01-18,510,240,1,333.95,PD,44.0
12921,2024-02-09,663,580,2,1270.57,Paid,49.0
12922,2024-02-08,520,402,165,1469.39,overdue,
12923,2025-09-27,571,598,235,224.31,Overdue,
12924,2025-11-15,559,488,1,364.67,Paid,12.0
12925,2024-04-13,556,304,46,2082.63,PD,19.0
12926,2024-09-10,665,329,2,1148.42,Paid,44.0
12927,2024-04-12,631,260,45,1900.72,paid,59.0
12928,2024-02-16,671,242,250,593.52,Denied,
12929,2025-07-24,613,334,21,1321.58,Paid,44.0
12930,2025-01-21,539,145,17,834.98,PD,15.0
12931,2025-10-02,660,512,28,2633.39,paid,48.0
12932,2025-02-22,612,422,1,620.62,paid,30.0
12933,2024-10-04,622,426,32,2608.36,Paid,21.0
12934,2025-10-15,657,342,4,1954.32,paid,48.0
12935,2025-03-07,676,268,25,1969.7,Paid,43.0
12936,2024-02-09,548,587,30,632.88,Paid,2.0
12937,2024-01-19,608,306,399,1687.04,denied,
12938,2024-05-13,657,636,3,1430.86,Paid,22.0
12939,2025-06-10,568,613,10,2536.48, PAID ,19.0
12940,2025-09-20,676,287,10,805.91,Paid,40.0
12941,2024-07-09,560,642,3,784.56,paid,27.0
12942,2024-06-06,634,317,31,1753.88,paid,32.0
12943,2024-04-27,592,464,2,1139.12,Paid,4.0
12944,2024-05-24,535,239,31,2017.88,Paid,38.0
12945,2025-09-27,502,176,2,1194.9,Paid,34.0
12946,2024-04-30,507,335,439,1093.52,Overdue,
12947,2024-02-06,552,319,40,1866.88,Paid,58.0
12948,2025-08-27,573,576,21,418.25, PAID ,30.0
12949,2025-04-01,628,494,310,959.67,Paid,18.0
12950,2024-05-13,631,485,29,1113.59,denied,
12951,2025-09-21,661,573,1,270.87,Paid,38.0
12952,2024-07-28,573,322,36,703.45,denied,
12953,2025-12-03,535,561,23,1333.58,paid,7.0
12954,2024-01-13,579,284,27,1124.45,Pending,
12955,2024-05-13,507,641,236,632.2,Denied,
12956,2024-05-25,640,366,2,694.37, PAID ,49.0
12957,2024-03-13,678,301,27,1859.86,denied,
12958,2024-01-15,667,188,31,1262.01,PD,9.0
12959,2024-12-07,532,432,23,1256.45,PD,39.0
12960,2024-03-09,619,274,438,7575.0,Paid,37.0
12961,2025-04-09,583,412,32,3310.21, PAID ,26.0
12962,2025-07-13,518,436,96,878.45,Paid,28.0
12963,2025-02-26,644,309,44,4434.7,paid,33.0
12964,2024-05-28,544,374,441,6372.64,Denied,
12965,2024-10-18,538,299,20,1932.17,Pending,
12966,2024-01-27,601,163,4,2047.07,PD,39.0
12967,2024-06-16,581,289,21,1908.13,paid,47.0
12968,2024-07-20,581,228,44,4248.39, PAID ,19.0
12969,2024-01-12,552,556,31,1371.92,Paid,1.0
12970,2025-12-07,535,348,42,2606.41,Paid,58.0
12971,2025-01-17,539,111,17,866.6,Paid,46.0
12972,2024-06-04,552,279,10,431.2,Paid,32.0
12973,2024-05-10,575,350,1,487.03,Paid,15.0
12974,2025-11-01,614,165,21,1846.59,Paid,34.0
12975,2024-10-18,513,417,437,1743.44,overdue,
12976,2025-06-30,583,278,18,1927.85,paid,4.0
12977,2024-05-21,559,247,4,1493.54,Paid,18.0
12978,2025-08-30,634,424,48,2604.43,overdue,
12979,2024-09-09,593,222,46,2768.62,Paid,37.0
12980,2025-04-26,668,274,103,1054.47,Overdue,
12981,2025-02-23,589,482,314,511.86,Overdue,
12982,2025-01-31,539,189,39,2092.33,Paid,43.0
12983,2025-02-27,654,296,322,2411.59, PAID ,47.0
12984,2024-02-12,615,191,11,605.35,Paid,16.0
12985,2024-08-24,542,426,22,1616.86,PD,38.0
12986,2024-06-19,573,180,21,411.41,PD,57.0
12987,2024-06-05,633,347,186,702.4,Overdue,
12988,2025-03-30,605,623,38,2670.7,paid,49.0
12989,2025-01-18,523,532,435,1883.88,paid,3.0
12990,2025-09-11,604,509,2,420.35,Paid,54.0
12991,2024-02-16,536,379,12,1103.58,Paid,18.0
12992,2025-03-12,678,136,10,632.54, PAID ,25.0
12993,2025-12-03,610,363,3,1214.48, PAID ,39.0
12994,2024-08-05,664,500,26,738.25,Paid,54.0
12995,2024-03-09,680,556,347,400.11,Paid,3.0
12996,2024-10-09,602,338,34,2232.98,paid,55.0
12997,2024-09-14,538,502,40,3618.62,PD,14.0
12998,2024-02-18,515,467,12,612.45,PD,2.0
12999,2025-08-22,556,612,37,1635.14,Paid,18.0
13000,2024-04-29,576,145,410,1990.99,overdue,
13000,2024-04-29,576,145,410,1990.99,overdue,
13001,2025-02-28,618,201,12,526.08,paid,1.0
13002,2024-07-25,595,590,259,3762.88,PD,10.0
13003,2025-10-24,512,604,463,6825.7,Paid,31.0
13004,2025-01-04,617,290,34,1063.49,Paid,42.0
13005,2024-01-07,646,258,39,1794.78,Overdue,
13006,2025-03-12,678,533,46,2962.48,Paid,1.0
13007,2025-10-12,517,305,413,5915.9,paid,38.0
13008,2025-11-08,612,641,2,1117.27,denied,
13009,2025-02-14,532,467,20,1077.92,Denied,
13010,2025-02-08,651,510,1,571.22,PD,51.0
13011,2025-06-08,598,150,27,1582.25,paid,45.0
13012,2024-04-06,555,623,2,1125.6,Paid,33.0
13013,2024-10-17,607,251,326,476.45,paid,23.0
13014,2025-12-16,598,490,42,2341.34,Paid,19.0
13015,2024-05-24,646,184,36,1745.5,Paid,5.0
13016,2024-01-03,520,143,255,2031.61,Paid,10.0
13017,2025-08-04,637,347,251,4510.29,Denied,
13018,2025-07-04,587,266,2,852.62,PD,1.0
13019,2025-10-01,614,330,23,1947.52,denied,
13020,2024-12-15,631,443,18,751.54,Paid,50.0
13021,2024-10-17,521,638,490,6491.74,Overdue,
13022,2025-07-26,536,505,49,4438.18,denied,
13023,2025-06-29,613,353,25,1487.38,Paid,58.0
13024,2024-07-08,652,184,436,2574.54,Paid,50.0
13025,2024-01-09,628,125,152,523.0,Denied,
13026,2025-04-01,669,350,336,1362.3, PAID ,58.0
13027,2024-11-02,605,590,13,939.6,Paid,55.0
13028,2024-05-19,562,290,17,380.09,paid,14.0
13029,2025-10-03,570,150,405,4940.43,denied,
13030,2025-11-23,524,313,28,2415.19,paid,25.0
13031,2025-10-13,604,293,2,399.47,Paid,31.0
13032,2024-01-25,672,230,71,521.67,paid,25.0
13033,2024-07-30,675,603,10,2670.57,overdue,
13034,2025-08-07,659,268,118,1063.43,overdue,
13035,2025-03-23,664,547,38,1241.08,PD,18.0
13036,2025-10-11,630,448,486,7134.33,Overdue,
13037,2025-02-21,570,186,287,3051.19, PAID ,31.0
13038,2025-01-21,551,359,81,984.58,Overdue,
13039,2025-11-25,546,410,473,6067.72,paid,30.0
13040,2024-10-04,605,308,11,782.7,Paid,12.0
13041,2025-03-11,534,638,27,1880.24,Paid,12.0
13042,2025-06-28,661,568,1,266.05,Pending,
13043,2024-01-30,634,483,42,2418.72,paid,50.0
13044,2025-03-26,639,199,47,1176.94,Paid,8.0
13045,2024-04-24,657,205,3,1390.74,Paid,47.0
13046,2024-12-28,603,306,170,1046.22,overdue,
13047,2024-02-08,570,142,278,3218.28,Overdue,
13048,2024-04-24,517,385,187,2986.08,Pending,
13049,2024-07-22,541,395,455,1530.82,Paid,26.0
13050,2024-09-11,629,393,26,2775.95,Paid,35.0
13051,2025-01-07,573,226,35,681.97,Paid,52.0
13052,2024-01-17,569,328,46,1611.88,PD,39.0
13053,2024-10-11,613,176,14,852.24,denied,
13054,2024-11-22,599,199,216,385.5,denied,
13055,2025-11-16,538,422,38,3674.9,Paid,8.0
13056,2025-01-10,560,592,1,265.81,paid,14.0
13057,2024-07-05,680,289,443,569.62,Denied,
13058,2025-10-04,616,579,203,471.47,paid,38.0
13059,2025-03-01,641,192,370,6276.68,overdue,
13060,2025-08-10,653,253,355,6210.78,paid,19.0
13061,2024-11-19,678,132,39,2519.58,Denied,
13062,2025-05-19,647,437,284,1122.27,PD,29.0
13063,2024-02-24,560,512,1,243.28,paid,44.0
13064,2025-06-21,589,346,296,485.04,paid,22.0
13065,2024-08-02,517,374,150,2501.21,Paid,27.0
13066,2025-01-13,542,368,26,1706.18,overdue,
13067,2024-09-09,577,586,127,553.65,paid,18.0
13068,2024-11-25,535,173,41,2369.19,Paid,13.0
13069,2024-02-08,589,579,89,143.05,Paid,35.0
13070,2024-07-25,581,369,16,1377.05,paid,8.0
13071,2025-08-22,578,201,41,3015.76,Overdue,
13072,2025-01-27,606,347,32,2639.69,Overdue,
13073,2025-08-13,659,186,79,735.45,paid,23.0
13074,2024-08-21,657,232,3,1376.54,Paid,28.0
13075,2024-04-11,595,166,458,7494.05,Paid,55.0
13076,2025-01-18,660,257,20,1705.11,Paid,43.0
13077,2024-09-14,600,215,1,315.27,PD,12.0
13078,2024-08-18,614,481,40,3715.87,Paid,45.0
13079,2025-09-05,569,204,48,1683.26,Paid,16.0
13080,2024-05-27,661,160,1,245.18,Paid,26.0
13081,2024-11-14,622,183,36,3046.35,paid,33.0
13082,2025-10-05,549,146,109,1048.24,overdue,
13083,2024-01-18,568,537,3,710.79,Paid,44.0
13084,2025-12-20,534,629,33,2359.76,Paid,8.0
13085,2024-07-29,624,406,4,2133.62,Paid,28.0
13086,2024-06-27,594,177,403,953.22,Overdue,
13087,2025-10-19,611,352,394,6120.29,Overdue,
13088,2024-11-20,574,463,237,1572.09,Denied,
13089,2025-11-21,588,527,25,1109.73,Paid,50.0
13090,2025-02-20,591,436,17,843.64,Paid,55.0
13091,2024-05-01,577,599,275,1300.1,PD,10.0
13092,2024-12-20,543,141,32,2004.91,Overdue,
13093,2024-09-05,521,398,464,6811.71,Paid,55.0
13094,2025-12-05,526,350,71,1027.38,denied,
13095,2025-02-15,676,545,19,1462.35,Paid,45.0
13096,2025-07-18,642,415,1,277.84,Paid,43.0
13097,2025-06-24,599,188,144,289.82,PD,51.0
13098,2025-07-31,583,317,31,2998.05,PD,17.0
13099,2025-05-27,505,269,22,982.84,PD,14.0
13100,2025-07-27,666,248,431,7419.1,overdue,
13100,2025-07-27,666,248,431,7419.1,overdue,
13101,2025-06-22,604,462,2,410.67,Denied,
13102,2025-10-27,620,444,322,3931.13,denied,
13103,2025-06-01,538,621,13,1216.45,Paid,58.0
13104,2024-02-11,563,207,168,2241.18,paid,12.0
13105,2025-01-18,561,440,140,1473.92,Paid,23.0
13106,2025-05-19,570,479,214,2338.8,paid,11.0
13107,2024-10-02,583,357,19,2006.18,Paid,2.0
13108,2025-05-09,635,125,30,2494.76,Paid,2.0
13109,2024-07-06,646,525,34,1646.68,PD,47.0
13110,2024-09-07,531,410,238,326.72,Overdue,
13111,2024-04-14,677,297,16,522.16,Paid,19.0
13112,2025-07-20,533,209,42,717.76,Overdue,
13113,2024-12-16,537,116,40,2402.55,paid,55.0
13114,2025-04-09,542,589,15,1078.32,PD,2.0
13115,2025-07-03,586,436,33,3321.6,paid,37.0
13116,2025-07-02,650,430,1,572.44,PD,7.0
13117,2025-01-09,662,275,125,808.71,Paid,33.0
13118,2025-02-11,539,266,44,2368.93,Paid,35.0
13119,2025-05-18,640,160,1,391.47,Overdue,
13120,2024-12-30,682,297,49,4117.59,Paid,18.0
13121,2024-11-25,560,318,2,538.84,Paid,26.0
13122,2025-04-20,588,489,16,776.86,Paid,35.0
13123,2024-12-14,664,260,36,1019.5,Paid,7.0
13124,2025-11-25,532,168,22,1242.61,PD,6.0
13125,2025-04-26,675,107,1,264.0,Paid,25.0
13126,2024-08-19,556,210,42,1967.6,Pending,
13127,2025-10-10,669,231,302,1058.56,denied,
13128,2025-07-31,507,489,370,890.58,paid,30.0
13129,2025-03-18,552,132,16,677.07,Paid,30.0
13130,2025-05-25,562,349,11,254.34,Denied,
13131,2025-07-15,576,561,418,2047.39,Overdue,
13132,2024-07-01,507,123,262,632.5,Paid,14.0
13133,2024-03-25,679,431,70,816.74,overdue,
13134,2024-05-27,682,564,37,2998.56,Paid,5.0
13135,2025-05-19,586,528,19,1956.99,Paid,59.0
13136,2025-11-13,630,125,402,6046.06,Paid,18.0
13137,2025-03-29,604,365,10,1971.69,Paid,7.0
13138,2025-02-01,523,534,89,344.93,Paid,24.0
13139,2024-07-07,618,642,47,2023.88,Overdue,
13140,2025-08-05,681,276,16,273.34,paid,46.0
13141,2024-04-04,584,377,38,2603.02,Paid,45.0
13142,2024-04-12,636,235,45,3531.06,Paid,48.0
13143,2025-11-19,679,204,110,1329.83,Paid,23.0
13144,2024-12-03,666,315,469,7779.52, PAID ,30.0
13145,2024-12-29,530,528,3,1726.53,Paid,19.0
13146,2025-02-21,595,418,244,3662.7,Denied,
13147,2025-05-05,644,618,10,1117.9,Paid,49.0
13148,2024-08-21,555,250,2,1167.66,PD,30.0
13149,2025-02-21,532,516,36,1868.39,Paid,36.0
13150,2025-11-22,586,461,31,3352.75,Paid,10.0
13151,2024-08-01,681,246,39,750.93,Paid,6.0
13152,2024-05-28,510,357,3,996.23,Paid,7.0
13153,2025-01-10,557,314,14,1413.17,Paid,45.0
13154,2025-02-05,513,259,221,859.69,overdue,
13155,2025-08-31,617,588,14,452.97,Paid,36.0
13156,2024-11-11,622,376,34,2860.02,paid,45.0
13157,2025-09-27,546,397,247,3469.89,paid,32.0
13158,2025-12-16,544,329,479,7451.66,Pending,
13159,2025-09-27,651,553,3,1845.16,paid,47.0
13160,2024-08-17,577,454,461,2222.74,Paid,46.0
13161,2024-02-17,666,556,163,2750.16,PD,11.0
13162,2025-02-11,671,343,187,484.32,Overdue,
13163,2024-09-26,658,556,2,800.06,paid,41.0
13164,2025-02-28,546,432,441,5401.29,Paid,37.0
13165,2024-11-29,536,315,19,1622.48,Paid,44.0
13166,2025-04-10,637,469,399,6732.12,Denied,
13167,2024-07-10,598,395,14,858.81,paid,30.0
13168,2025-07-13,579,601,29,1266.13,Denied,
13169,2025-04-14,638,330,5,797.61,Paid,6.0
13170,2025-08-20,600,513,3,966.49,Paid,34.0
13171,2025-11-26,527,483,56,211.27,Paid,10.0
13172,2025-08-02,591,291,25,1334.07,Paid,33.0
13173,2024-08-08,667,241,49,2022.73,Paid,33.0
13174,2025-05-02,625,505,3,688.47,Paid,13.0
13175,2025-06-25,515,524,10,556.97,Paid,31.0
13176,2024-01-17,676,220,18,1373.01,Paid,16.0
13177,2024-05-17,663,427,2,1291.59,PD,43.0
13178,2025-05-17,567,477,2,1390.59,PD,45.0
13179,2024-01-21,597,489,41,2531.55,PD,10.0
13180,2024-12-19,602,302,45,3188.03,Paid,58.0
13181,2024-03-07,611,472,91,1386.06,Pending,
13182,2024-04-02,629,200,38,3793.57,Paid,6.0
13183,2025-06-03,660,584,35,2947.01,paid,41.0
13184,2025-05-03,683,238,299,3764.19,Denied,
13185,2025-03-10,659,499,60,519.65,overdue,
13186,2025-11-08,591,312,45,2266.77,Paid,38.0
13187,2024-07-03,512,299,97,1402.54,Paid,8.0
13188,2025-05-03,620,324,387,4821.18,overdue,
13189,2025-05-17,632,358,2,753.55,PD,51.0
13190,2025-03-27,625,614,1,251.77,Paid,33.0
13191,2025-11-10,594,596,233,530.87,overdue,
13192,2025-06-12,652,168,387,2194.9,Paid,14.0
13193,2024-01-20,630,605,441,6485.82,Paid,41.0
13194,2024-08-29,653,256,469,7657.39,Overdue,
13195,2025-05-17,596,530,58,169.89, PAID ,44.0
13196,2024-01-07,540,632,17,1481.17,PD,24.0
13197,2025-12-29,630,166,169,2570.19,Denied,
13198,2025-03-15,610,155,2,845.85,Paid,22.0
13199,2025-12-07,625,423,2,488.88,PD,28.0
13200,2024-09-04,624,112,1,524.72,Paid,10.0
13200,2024-09-04,624,112,1,524.72,Paid,10.0
13201,2025-05-06,598,636,24,1321.85,Paid,49.0
13202,2025-03-31,642,544,4,1275.23,Paid,13.0
13203,2024-03-27,554,218,40,2205.86,paid,8.0
13204,2024-10-19,618,293,30,1230.38,Paid,54.0
13205,2024-04-19,633,276,250,958.09,paid,37.0
13206,2024-04-08,543,158,30,1919.44,PD,18.0
13207,2024-09-18,655,263,45,3387.19,paid,54.0
13208,2024-12-13,536,602,14,1267.62,Paid,24.0
13209,2025-01-13,520,347,68,552.25,overdue,
13210,2024-12-22,540,198,32,2884.73,paid,25.0
13211,2025-11-12,599,194,306,592.72,denied,
13212,2024-01-02,539,176,11,546.76,Denied,
13213,2024-08-03,655,208,26,2080.17,Denied,
13214,2024-03-06,548,630,34,733.51,paid,48.0
13215,2024-09-01,677,222,30,1127.2,Paid,46.0
13216,2025-03-27,626,493,227,1995.48,Overdue,
13217,2024-07-06,548,625,12,289.34,PD,24.0
13218,2025-06-16,590,266,21,1703.96,paid,29.0
13219,2025-04-23,538,483,43,4211.82,Paid,50.0
13220,2024-06-03,507,173,307,774.49,denied,
13221,2024-09-05,669,574,225,856.47,denied,
13222,2025-02-20,505,604,32,1480.33,Paid,52.0
13223,2024-01-11,532,101,36,1927.39,Denied,
13224,2025-08-28,637,399,275,5174.69, PAID ,36.0
13225,2024-09-08,579,606,13,567.94,Paid,10.0
13226,2025-04-29,593,544,48,3072.63,PD,9.0
13227,2025-05-30,580,151,3,646.97,Paid,46.0
13228,2025-06-29,654,214,468,3113.01,Pending,
13229,2024-01-09,583,103,45,4878.13,Paid,20.0
13230,2025-10-18,566,284,321,1127.57,Paid,44.0
13231,2024-01-05,639,264,37,980.66,Paid,56.0
13232,2025-12-10,515,122,25,1241.84,paid,54.0
13233,2024-06-22,634,132,43,2599.34,Paid,18.0
13234,2024-06-04,586,280,31,3030.25,denied,
13235,2024-05-04,505,611,16,733.5,paid,15.0
13236,2024-05-24,508,524,448,4451.51,Overdue,
13237,2024-08-05,592,597,4,2174.1,Paid,16.0
13238,2024-07-27,672,194,146,1138.01,Paid,43.0
13239,2025-05-11,554,326,16,977.0,Paid,53.0
13240,2025-03-09,602,506,33,2286.91,PD,52.0
13241,2024-12-02,601,635,2,1044.91,Paid,34.0
13242,2025-04-18,655,516,38,2808.02,Denied,
13243,2025-05-15,536,142,41,3938.61,PD,50.0
13244,2024-08-14,509,508,353,771.03,paid,58.0
13245,2024-12-15,532,612,36,2111.78,denied,
13246,2024-12-01,634,406,29,1724.24,Paid,29.0
13247,2025-10-23,566,191,249,817.89,paid,13.0
13248,2025-02-22,638,249,3,498.84,Paid,38.0
13249,2024-12-02,529,345,3,1600.13,PD,17.0
13250,2025-06-13,528,320,1,284.75,Paid,15.0
13251,2025-01-21,560,247,2,558.72,overdue,
13252,2024-01-21,580,111,1,221.67,PD,33.0
13253,2025-09-08,606,430,23,1715.49,PD,50.0
13254,2025-04-03,511,630,226,1057.19,denied,
13255,2024-02-03,554,533,41,2295.32,Paid,27.0
13256,2025-02-27,572,596,232,2242.17,paid,4.0
13257,2024-08-14,597,219,18,1050.85,Paid,43.0
13258,2025-04-22,624,236,4,2307.34,Paid,48.0
13259,2025-07-12,650,265,2,1204.3,paid,41.0
13260,2024-02-04,660,289,29,2562.79,Denied,
13261,2025-07-13,676,408,40,3137.25,Overdue,
13262,2024-01-19,534,130,30,1986.6,paid,51.0
13263,2025-03-13,633,534,353,1221.45,Denied,
13264,2025-12-11,598,275,21,1229.29,Overdue,
13265,2025-06-15,512,624,162,2409.95,Paid,5.0
13266,2024-10-20,656,214,21,540.36,Paid,15.0
13267,2024-10-19,602,223,45,3304.58,Paid,1.0
13268,2024-09-17,571,191,95,90.96,denied,
13269,2024-01-29,510,375,1,303.56,denied,
13270,2025-08-01,526,115,483,7315.78,Overdue,
13271,2024-02-20,546,366,78,990.01,denied,
13272,2025-03-04,624,494,1,511.9,paid,54.0
13273,2025-05-17,568,222,4,1060.17,Paid,42.0
13274,2024-06-30,534,380,42,2843.95,PD,36.0
13275,2024-04-02,542,491,44,2861.51,Denied,
13276,2024-02-23,579,405,39,1596.61,paid,48.0
13277,2024-06-25,501,177,2,1241.39,Paid,44.0
13278,2025-01-26,537,335,22,1256.56,Denied,
13279,2025-02-10,649,374,10,667.29,Paid,11.0
13280,2025-01-03,595,130,112,1676.32,Paid,41.0
13281,2024-08-07,583,503,38,3583.09,paid,32.0
13282,2024-10-10,581,260,17,1611.64,paid,59.0
13283,2024-01-28,512,526,166,2514.73,Paid,5.0
13284,2025-03-04,595,411,152,2370.06,PD,24.0
13285,2024-09-13,564,425,28,2363.42,Paid,34.0
13286,2025-08-17,602,609,45,3171.21,Paid,23.0
13287,2025-11-05,523,158,134,596.23,Overdue,
13288,2024-02-10,649,248,44,2917.11,Paid,32.0
13289,2024-01-26,589,233,415,601.49,Paid,21.0
13290,2025-08-16,520,355,248,2171.86,Paid,55.0
13291,2024-01-09,517,438,329,4769.55,Paid,31.0
13292,2025-12-13,621,113,161,1933.67,overdue,
13293,2024-06-04,559,611,1,393.06,PD,26.0
13294,2024-03-13,677,623,11,373.47,PD,1.0
13295,2024-08-21,603,545,413,2627.02,Paid,43.0
13296,2024-11-13,632,136,2,741.46,PD,35.0
13297,2025-04-23,605,616,32,2096.6,Paid,27.0
13298,2025-06-30,513,605,141,597.57,Paid,10.0
13299,2025-01-07,517,383,315,5045.66,Paid,47.0
13300,2025-10-23,502,625,5,2956.88,PD,51.0
13300,2025-10-23,502,625,5,2956.88,PD,51.0
13301,2025-01-09,601,420,3,1656.98,Paid,30.0
13302,2024-10-07,658,316,1,389.25, PAID ,27.0
13303,2025-04-12,647,205,226,937.69,overdue,
13304,2025-05-27,662,592,101,670.24,Paid,30.0
13305,2024-08-04,614,396,29,2590.48,PD,55.0
13306,2024-08-10,640,422,10,3850.06,PD,44.0
13307,2024-05-27,539,255,10,496.46, PAID ,8.0
13308,2025-06-03,560,542,2,516.2,denied,
13309,2025-05-19,562,596,46,1051.48,overdue,
13310,2025-03-05,504,199,64,761.98,Overdue,
13311,2024-01-02,595,513,87,1451.81,PD,18.0
13312,2025-11-28,623,287,2,396.02,paid,51.0
13313,2025-03-13,602,432,35,2531.68,denied,
13314,2025-05-25,607,570,461,595.18,Denied,
13315,2024-06-21,576,616,427,2368.36,Paid,30.0
13316,2025-03-21,579,269,41,1686.77,Paid,39.0
13317,2025-03-01,666,545,293,5526.52,Denied,
13318,2024-09-22,646,527,45,2197.0,Paid,15.0
13319,2024-09-04,510,507,2,658.06,PD,28.0
13320,2024-06-11,618,195,45,1846.7,paid,58.0
13321,2024-01-24,624,301,1,555.63,Paid,3.0
13322,2024-10-25,504,414,480,5307.14,Overdue,
13323,2025-07-24,621,443,53,628.82,denied,
13324,2024-10-14,621,451,343,4088.26,paid,57.0
13325,2025-12-09,549,356,238,2397.05,Paid,15.0
13326,2025-06-08,681,281,41,767.94,Paid,10.0
13327,2024-02-22,517,365,53,839.68,Overdue,
13328,2024-08-13,547,163,125,318.66,paid,22.0
13329,2025-09-25,552,374,46,1955.17,Paid,10.0
13330,2024-03-11,531,591,155,217.72,Paid,15.0
13331,2025-10-03,563,558,338,4206.92, PAID ,15.0
13332,2025-07-11,576,544,60,321.11, PAID ,31.0
