ORDER_ID,ORDER_DATE,PRODUCT_ID,CUSTOMER_ID,QUANTITY,PRICE,PAYMENT_STATUS,DAYS_TO_PAY,PRODUCT,UNIT_COST,LISTED_PRICE,GROSS_PROFIT,TOTAL_COGS,GROSS_MARGIN
10832,5/6/2024,584,133,27,"$1,814.74",PAID,48,Diagnostics,$43.35,$70.38,$644.29,"$1,170.45",35.50%
10833,8/19/2024,608,190,358,"$1,433.59",DENIED,,Personal Protective Equipment,$3.28,$4.61,$259.35,"$1,174.24",18.09%
10834,7/30/2024,528,608,1,$280.61,PAID,13,Surgical Supplies,$213.55,$311.65,$67.06,$213.55,23.90%
10835,4/21/2025,628,551,354,"$1,234.84",OVERDUE,,Patient Care,$2.32,$3.54,$413.56,$821.28,33.49%
10836,7/10/2025,623,312,3,$522.66,OVERDUE,,Surgical Supplies,$126.16,$204.34,$144.18,$378.48,27.59%
10837,11/17/2024,652,135,350,"$2,165.46",PENDING,,Personal Protective Equipment,$4.38,$6.44,$632.46,"$1,533.00",29.21%
10838,1/29/2025,622,308,29,"$2,581.21",PAID,46,Lab Equipment,$69.28,$91.64,$572.09,"$2,009.12",22.16%
10839,2/10/2024,578,486,26,"$2,111.32",PAID,33,Diagnostics,$59.33,$83.60,$568.74,"$1,542.58",26.94%
10840,4/17/2024,594,172,353,$863.41,PAID,35,Personal Protective Equipment,$1.60,$2.50,$298.61,$564.80,34.58%
10841,8/11/2025,666,164,494,"$8,546.77",OVERDUE,,Personal Protective Equipment,$11.96,$19.07,"$2,638.53","$5,908.24",30.87%
10842,10/7/2024,514,133,1,$335.68,PAID,31,Surgical Supplies,$280.75,$378.21,$54.93,$280.75,16.36%
10843,11/30/2024,531,238,146,$182.34,OVERDUE,,Personal Protective Equipment,$0.91,$1.44,$49.48,$132.86,27.14%
10844,7/17/2024,556,364,38,"$1,664.43",DENIED,,Lab Equipment,$35.37,$48.40,$320.37,"$1,344.06",19.25%
10845,10/18/2025,555,296,2,"$1,076.22",PAID,1,Surgical Supplies,$370.96,$591.84,$334.30,$741.92,31.06%
10846,3/13/2024,535,371,39,"$2,469.60",PAID,24,Lab Equipment,$43.14,$67.52,$787.14,"$1,682.46",31.87%
10847,7/20/2025,570,245,178,"$2,020.97",OVERDUE,,Patient Care,$7.35,$12.25,$712.67,"$1,308.30",35.26%
10848,5/13/2025,503,445,18,"$1,651.78",PAID,3,Lab Equipment,$71.80,$94.91,$359.38,"$1,292.40",21.76%
10849,4/12/2024,602,124,19,"$1,239.28",PAID,29,Diagnostics,$49.69,$76.50,$295.17,$944.11,23.82%
10850,10/26/2024,678,498,28,"$1,782.02",DENIED,,Diagnostics,$47.78,$69.51,$444.18,"$1,337.84",24.93%
10851,7/27/2025,584,440,43,"$2,881.53",PAID,12,Diagnostics,$43.35,$70.38,"$1,017.48","$1,864.05",35.31%
10852,7/19/2025,662,591,266,"$1,728.31",DENIED,,Personal Protective Equipment,$3.98,$6.69,$669.63,"$1,058.68",38.74%
10853,5/25/2025,600,330,2,$725.83,PAID,54,Surgical Supplies,$244.89,$366.51,$236.05,$489.78,32.52%
10854,8/17/2024,511,540,347,"$1,602.97",PAID,5,Patient Care,$3.30,$5.24,$457.87,"$1,145.10",28.56%
10855,6/13/2024,568,410,3,$794.34,PAID,52,Surgical Supplies,$177.57,$274.30,$261.63,$532.71,32.94%
10856,5/26/2025,559,356,4,"$1,589.31",PAID,5,Surgical Supplies,$313.19,$413.43,$336.55,"$1,252.76",21.18%
10857,7/4/2024,660,150,19,"$1,605.57",DENIED,,Diagnostics,$58.99,$97.26,$484.76,"$1,120.81",30.19%
10858,7/17/2025,557,174,39,"$3,443.99",PAID,53,Diagnostics,$67.62,$103.27,$806.81,"$2,637.18",23.43%
10859,3/26/2025,661,318,2,$526.23,PAID,21,Surgical Supplies,$188.79,$272.99,$148.65,$377.58,28.25%
10860,6/24/2024,505,601,30,"$1,471.93",OVERDUE,,Lab Equipment,$38.30,$52.36,$322.93,"$1,149.00",21.94%
10861,6/9/2024,504,312,455,"$4,981.82",PAID,13,Patient Care,$7.93,$12.53,"$1,373.67","$3,608.15",27.57%
10862,9/1/2025,603,642,430,"$2,737.81",PAID,9,Personal Protective Equipment,$4.00,$6.73,"$1,017.81","$1,720.00",37.18%
10863,2/20/2025,564,367,21,"$1,962.61",PAID,30,Lab Equipment,$58.84,$96.19,$726.97,"$1,235.64",37.04%
10864,11/24/2024,525,249,470,"$3,199.04",DENIED,,Personal Protective Equipment,$5.40,$7.05,$661.04,"$2,538.00",20.66%
10865,8/29/2024,612,108,2,"$1,265.63",PAID,15,Surgical Supplies,$473.40,$649.01,$318.83,$946.80,25.19%
10866,10/23/2025,619,544,179,"$3,056.16",PAID,36,Patient Care,$11.72,$19.21,$958.28,"$2,097.88",31.36%
10867,10/30/2025,578,512,20,"$1,524.16",PAID,33,Diagnostics,$59.33,$83.60,$337.56,"$1,186.60",22.15%
10868,1/13/2025,556,641,22,$925.33,PAID,51,Lab Equipment,$35.37,$48.40,$147.19,$778.14,15.91%
10869,10/31/2024,681,498,29,$529.18,PAID,47,Lab Equipment,$15.27,$19.91,$86.35,$442.83,16.32%
10870,5/7/2025,607,414,106,$149.71,PENDING,,Patient Care,$0.91,$1.48,$53.25,$96.46,35.57%
10871,6/8/2024,609,572,23,$779.29,PAID,33,Diagnostics,$24.36,$38.09,$219.01,$560.28,28.10%
10872,6/2/2025,561,270,468,"$5,553.36",OVERDUE,,Patient Care,$8.25,$12.32,"$1,692.36","$3,861.00",30.47%
10873,6/18/2025,676,199,37,"$3,048.01",PAID,34,Lab Equipment,$65.31,$85.69,$631.54,"$2,416.47",20.72%
10874,10/29/2024,640,158,4,"$1,410.14",PAID,27,Surgical Supplies,$259.06,$407.45,$373.90,"$1,036.24",26.52%
10875,2/19/2025,659,335,124,"$1,112.03",PAID,4,Patient Care,$6.09,$9.37,$356.87,$755.16,32.09%
10876,9/16/2024,559,523,2,$817.36,PAID,48,Surgical Supplies,$313.19,$413.43,$190.98,$626.38,23.37%
10877,5/8/2025,541,114,329,"$1,014.58",DENIED,,Patient Care,$2.06,$3.39,$336.84,$677.74,33.20%
10878,6/4/2024,604,553,3,$595.49,PAID,49,Surgical Supplies,$144.13,$211.92,$163.10,$432.39,27.39%
10879,7/3/2024,513,212,403,"$1,740.26",PAID,34,Personal Protective Equipment,$2.80,$4.33,$611.86,"$1,128.40",35.16%
10880,7/23/2025,541,505,294,$872.06,PAID,18,Patient Care,$2.06,$3.39,$266.42,$605.64,30.55%
10881,3/8/2024,593,420,46,"$3,083.11",PAID,50,Diagnostics,$40.68,$67.40,"$1,211.83","$1,871.28",39.31%
10882,2/21/2024,553,339,28,"$1,105.16",PAID,19,Diagnostics,$24.52,$40.57,$418.60,$686.56,37.88%
10883,3/10/2024,621,193,165,"$1,892.93",DENIED,,Personal Protective Equipment,$8.93,$13.11,$419.48,"$1,473.45",22.16%
10884,10/19/2024,585,395,10,$211.94,PAID,49,Diagnostics,$16.91,$22.68,$42.84,$169.10,20.21%
10885,7/11/2025,663,600,2,"$1,167.37",PAID,8,Surgical Supplies,$468.78,$671.02,$229.81,$937.56,19.69%
10886,1/7/2025,551,241,309,"$3,650.79",DENIED,,Patient Care,$7.86,$13.04,"$1,222.05","$2,428.74",33.47%
10887,1/15/2025,557,111,24,"$2,347.72",PAID,45,Diagnostics,$67.62,$103.27,$724.84,"$1,622.88",30.87%
10888,8/8/2025,602,363,41,"$3,118.68",PAID,32,Diagnostics,$49.69,$76.50,"$1,081.39","$2,037.29",34.67%
10889,10/23/2025,635,149,20,"$1,629.59",PAID,26,Lab Equipment,$53.43,$89.43,$560.99,"$1,068.60",34.43%
10890,11/13/2025,560,131,1,$267.26,PAID,38,Surgical Supplies,$165.10,$280.28,$102.16,$165.10,38.22%
10891,1/30/2024,620,284,97,"$1,150.28",OVERDUE,,Patient Care,$7.60,$12.77,$413.08,$737.20,35.91%
10892,7/22/2025,521,232,253,"$3,733.64",OVERDUE,,Personal Protective Equipment,$11.14,$15.24,$915.22,"$2,818.42",24.51%
10893,12/29/2025,516,419,240,"$2,436.71",DENIED,,Patient Care,$7.04,$10.24,$747.11,"$1,689.60",30.66%
10894,7/17/2025,579,612,33,"$1,242.95",PAID,37,Diagnostics,$32.66,$44.06,$165.17,"$1,077.78",13.29%
10895,8/2/2025,552,110,28,"$1,220.56",DENIED,,Diagnostics,$34.38,$47.83,$257.92,$962.64,21.13%
10896,3/17/2024,666,546,307,"$5,285.02",PAID,52,Personal Protective Equipment,$11.96,$19.07,"$1,613.30","$3,671.72",30.53%
10897,5/26/2024,564,360,33,"$2,835.76",PAID,45,Lab Equipment,$58.84,$96.19,$894.04,"$1,941.72",31.53%
10898,10/20/2024,502,363,2,"$1,201.37",PAID,8,Surgical Supplies,$449.50,$603.68,$302.37,$899.00,25.17%
10899,1/9/2024,547,310,247,$607.91,PAID,53,Personal Protective Equipment,$1.64,$2.59,$202.83,$405.08,33.37%
10900,7/14/2024,615,123,37,"$1,885.87",PAID,12,Diagnostics,$36.67,$55.26,$529.08,"$1,356.79",28.05%
10900,7/14/2024,615,123,37,"$1,885.87",PAID,12,Diagnostics,$36.67,$55.26,$529.08,"$1,356.79",28.05%
10901,11/5/2025,679,534,267,"$3,160.40",PAID,1,Personal Protective Equipment,$8.77,$12.53,$818.81,"$2,341.59",25.91%
10902,6/22/2024,649,564,24,"$1,605.26",DENIED,,Lab Equipment,$47.06,$76.52,$475.82,"$1,129.44",29.64%
10903,2/7/2025,593,304,42,"$2,574.36",DENIED,,Diagnostics,$40.68,$67.40,$865.80,"$1,708.56",33.63%
10904,11/21/2025,595,239,213,"$3,446.37",PAID,10,Personal Protective Equipment,$10.99,$16.89,"$1,105.50","$2,340.87",32.08%
10905,3/3/2025,605,181,22,"$1,464.72",PAID,43,Diagnostics,$49.04,$72.37,$385.84,"$1,078.88",26.34%
10906,5/11/2025,515,544,13,$729.78,PAID,23,Lab Equipment,$38.67,$58.06,$227.07,$502.71,31.11%
10907,1/28/2025,524,339,29,"$2,531.12",PAID,41,Lab Equipment,$69.73,$94.24,$508.95,"$2,022.17",20.11%
10908,7/20/2024,681,105,37,$721.41,DENIED,,Lab Equipment,$15.27,$19.91,$156.42,$564.99,21.68%
10909,10/9/2025,510,415,3,"$1,010.80",PAID,1,Surgical Supplies,$255.30,$341.41,$244.90,$765.90,24.23%
10910,7/2/2025,663,151,2,"$1,258.13",PAID,38,Surgical Supplies,$468.78,$671.02,$320.57,$937.56,25.48%
10911,8/17/2024,650,574,4,"$2,340.80",PAID,15,Surgical Supplies,$447.19,$629.64,$552.04,"$1,788.76",23.58%
10912,7/4/2024,683,551,397,"$4,455.16",DENIED,,Patient Care,$8.35,$12.93,"$1,140.21","$3,314.95",25.59%
10913,1/23/2025,545,634,130,$368.48,PAID,19,Patient Care,$1.89,$3.20,$122.78,$245.70,33.32%
10914,5/6/2024,515,561,28,"$1,456.13",PAID,36,Lab Equipment,$38.67,$58.06,$373.37,"$1,082.76",25.64%
10915,9/9/2025,652,412,99,$579.51,PAID,51,Personal Protective Equipment,$4.38,$6.44,$145.89,$433.62,25.17%
10916,9/14/2024,520,356,299,"$2,681.03",PAID,49,Patient Care,$6.08,$9.27,$863.11,"$1,817.92",32.19%
10917,7/16/2025,617,559,49,"$1,490.49",PAID,40,Diagnostics,$21.47,$33.10,$438.46,"$1,052.03",29.42%
10918,5/23/2025,587,612,2,$846.35,PAID,39,Surgical Supplies,$302.85,$474.19,$240.65,$605.70,28.43%
10919,8/4/2024,643,529,266,$784.17,PAID,48,Personal Protective Equipment,$2.00,$3.26,$252.17,$532.00,32.16%
10920,12/14/2024,629,313,19,"$1,803.93",PAID,22,Lab Equipment,$66.15,$107.96,$547.08,"$1,256.85",30.33%
10921,3/27/2025,562,287,46,"$1,041.87",PAID,37,Lab Equipment,$15.78,$25.18,$315.99,$725.88,30.33%
10922,4/3/2025,569,112,22,$756.68,PAID,7,Lab Equipment,$21.45,$35.87,$284.78,$471.90,37.64%
10923,1/21/2025,669,106,330,"$1,341.82",PENDING,,Patient Care,$2.75,$4.09,$434.32,$907.50,32.37%
10924,1/21/2024,526,197,389,"$5,640.76",OVERDUE,,Patient Care,$10.83,$16.53,"$1,427.89","$4,212.87",25.31%
10925,2/4/2024,581,643,49,"$4,769.61",PAID,36,Diagnostics,$60.54,$99.47,"$1,803.15","$2,966.46",37.80%
10926,5/12/2024,635,142,49,"$3,971.72",OVERDUE,,Lab Equipment,$53.43,$89.43,"$1,353.65","$2,618.07",34.08%
10927,9/27/2025,669,614,266,$973.43,PAID,24,Patient Care,$2.75,$4.09,$241.93,$731.50,24.85%
10928,1/16/2024,653,610,88,"$1,560.08",OVERDUE,,Patient Care,$11.21,$18.90,$573.60,$986.48,36.77%
10929,11/6/2024,601,514,4,"$2,086.63",PAID,1,Surgical Supplies,$344.49,$577.36,$708.67,"$1,377.96",33.96%
10930,4/20/2024,649,565,22,"$1,449.48",PAID,54,Lab Equipment,$47.06,$76.52,$414.16,"$1,035.32",28.57%
10931,11/16/2025,521,152,99,"$1,438.66",PAID,24,Personal Protective Equipment,$11.14,$15.24,$335.80,"$1,102.86",23.34%
10932,9/11/2024,586,571,38,"$3,750.40",PAID,11,Lab Equipment,$72.41,$112.59,$998.82,"$2,751.58",26.63%
10933,7/13/2024,680,480,466,$592.58,PAID,45,Personal Protective Equipment,$0.92,$1.30,$163.86,$428.72,27.65%
10934,3/3/2024,540,221,16,"$1,417.49",PAID,21,Lab Equipment,$65.43,$91.11,$370.61,"$1,046.88",26.15%
10935,11/1/2025,505,304,30,"$1,505.11",DENIED,,Lab Equipment,$38.30,$52.36,$356.11,"$1,149.00",23.66%
10936,5/19/2024,557,524,37,"$3,804.64",PAID,44,Diagnostics,$67.62,$103.27,"$1,302.70","$2,501.94",34.24%
10937,7/7/2025,670,603,456,"$1,040.17",PAID,46,Patient Care,$1.79,$2.41,$223.93,$816.24,21.53%
10938,4/18/2024,681,327,15,$263.46,OVERDUE,,Lab Equipment,$15.27,$19.91,$34.41,$229.05,13.06%
10939,9/13/2024,511,298,355,"$1,792.89",OVERDUE,,Patient Care,$3.30,$5.24,$621.39,"$1,171.50",34.66%
10940,6/14/2024,566,277,125,$431.83,DENIED,,Personal Protective Equipment,$2.72,$3.75,$91.83,$340.00,21.27%
10941,9/9/2025,612,467,2,"$1,297.39",PAID,49,Surgical Supplies,$473.40,$649.01,$350.59,$946.80,27.02%
10942,4/27/2025,676,492,24,"$1,795.62",PAID,12,Lab Equipment,$65.31,$85.69,$228.18,"$1,567.44",12.71%
10943,12/6/2024,655,577,15,"$1,146.47",OVERDUE,,Lab Equipment,$56.85,$83.99,$293.72,$852.75,25.62%
10944,6/26/2025,604,114,3,$635.08,OVERDUE,,Surgical Supplies,$144.13,$211.92,$202.69,$432.39,31.92%
10945,6/13/2024,681,133,39,$689.71,PAID,25,Lab Equipment,$15.27,$19.91,$94.18,$595.53,13.66%
10946,4/15/2024,661,309,2,$536.82,PAID,35,Surgical Supplies,$188.79,$272.99,$159.24,$377.58,29.66%
10947,11/26/2024,598,610,36,"$2,179.57",PAID,47,Diagnostics,$43.35,$61.73,$618.97,"$1,560.60",28.40%
10948,2/7/2025,582,414,295,"$1,948.12",PAID,56,Patient Care,$4.80,$6.61,$532.12,"$1,416.00",27.31%
10949,4/16/2024,524,455,35,"$3,275.03",PAID,20,Lab Equipment,$69.73,$94.24,$834.48,"$2,440.55",25.48%
10950,5/5/2024,677,397,35,"$1,202.29",PAID,17,Lab Equipment,$23.40,$38.03,$383.29,$819.00,31.88%
10951,5/4/2025,569,258,34,"$1,188.77",PAID,25,Lab Equipment,$21.45,$35.87,$459.47,$729.30,38.65%
10952,11/28/2024,507,380,66,$160.54,OVERDUE,,Patient Care,$1.66,$2.69,$50.98,$109.56,31.76%
10953,4/27/2025,664,491,30,$854.84,PAID,30,Lab Equipment,$20.48,$33.00,$240.44,$614.40,28.13%
10954,9/24/2025,622,531,20,"$1,770.86",PAID,36,Lab Equipment,$69.28,$91.64,$385.26,"$1,385.60",21.76%
10955,4/8/2025,636,200,49,"$3,461.36",PAID,36,Lab Equipment,$55.00,$79.32,$766.36,"$2,695.00",22.14%
10956,12/20/2025,536,530,21,"$1,964.08",PAID,17,Diagnostics,$68.20,$98.92,$531.88,"$1,432.20",27.08%
10957,12/8/2024,635,554,29,"$2,242.01",PAID,32,Lab Equipment,$53.43,$89.43,$692.54,"$1,549.47",30.89%
10958,9/30/2024,568,284,3,$755.23,PAID,48,Surgical Supplies,$177.57,$274.30,$222.52,$532.71,29.46%
10959,4/20/2025,640,177,3,"$1,144.58",PAID,45,Surgical Supplies,$259.06,$407.45,$367.40,$777.18,32.10%
10960,6/17/2025,680,472,206,$236.58,PAID,45,Personal Protective Equipment,$0.92,$1.30,$47.06,$189.52,19.89%
10961,4/14/2025,528,366,2,$572.22,OVERDUE,,Surgical Supplies,$213.55,$311.65,$145.12,$427.10,25.36%
10962,4/19/2025,598,238,42,"$2,375.02",PAID,1,Diagnostics,$43.35,$61.73,$554.32,"$1,820.70",23.34%
10963,2/28/2025,512,619,478,"$7,050.13",PAID,24,Patient Care,$10.56,$15.24,"$2,002.45","$5,047.68",28.40%
10964,2/23/2024,543,337,33,"$1,986.64",PAID,2,Diagnostics,$43.16,$68.18,$562.36,"$1,424.28",28.31%
10965,12/17/2024,584,489,24,"$1,593.33",PAID,17,Diagnostics,$43.35,$70.38,$552.93,"$1,040.40",34.70%
10966,10/30/2025,673,322,386,$712.41,PAID,10,Personal Protective Equipment,$1.21,$2.03,$245.35,$467.06,34.44%
10967,8/30/2025,598,528,24,"$1,400.19",PAID,3,Diagnostics,$43.35,$61.73,$359.79,"$1,040.40",25.70%
10968,4/12/2025,646,330,12,$599.67,PAID,49,Lab Equipment,$40.46,$53.64,$114.15,$485.52,19.04%
10969,2/15/2025,622,324,36,"$2,934.79",PAID,43,Lab Equipment,$69.28,$91.64,$440.71,"$2,494.08",15.02%
10970,2/21/2024,644,396,25,"$2,470.35",PAID,26,Diagnostics,$66.68,$112.01,$803.35,"$1,667.00",32.52%
10971,10/15/2024,580,170,5,"$1,016.73",PAID,9,Surgical Supplies,$137.40,$226.80,$329.73,$687.00,32.43%
10972,6/14/2024,594,617,383,$847.13,PAID,37,Personal Protective Equipment,$1.60,$2.50,$234.33,$612.80,27.66%
10973,3/20/2025,600,177,3,"$1,093.40",PAID,6,Surgical Supplies,$244.89,$366.51,$358.73,$734.67,32.81%
10974,8/6/2024,544,171,163,"$2,583.78",PENDING,,Patient Care,$10.70,$16.36,$839.68,"$1,744.10",32.50%
10975,2/20/2025,566,319,353,"$1,305.36",PAID,28,Personal Protective Equipment,$2.72,$3.75,$345.20,$960.16,26.44%
10976,7/25/2024,640,337,1,$388.54,DENIED,,Surgical Supplies,$259.06,$407.45,$129.48,$259.06,33.32%
10977,4/12/2024,647,398,184,$769.56,PAID,31,Personal Protective Equipment,$2.76,$4.61,$261.72,$507.84,34.01%
10978,8/26/2024,573,292,38,$766.13,PAID,18,Diagnostics,$15.18,$22.18,$189.29,$576.84,24.71%
10979,3/6/2024,629,199,15,"$1,382.14",PAID,57,Lab Equipment,$66.15,$107.96,$389.89,$992.25,28.21%
10980,3/15/2024,620,230,322,"$3,745.44",DENIED,,Patient Care,$7.60,$12.77,"$1,298.24","$2,447.20",34.66%
10981,4/23/2025,625,175,2,$445.49,PAID,26,Surgical Supplies,$169.64,$253.23,$106.21,$339.28,23.84%
10982,1/22/2024,511,121,296,"$1,497.41",OVERDUE,,Patient Care,$3.30,$5.24,$520.61,$976.80,34.77%
10983,11/5/2024,532,646,10,$570.13,PAID,6,Diagnostics,$34.94,$59.07,$220.73,$349.40,38.72%
10984,7/12/2024,549,133,157,"$1,506.65",DENIED,,Patient Care,$7.36,$10.61,$351.13,"$1,155.52",23.31%
10985,8/30/2025,515,480,49,"$2,824.00",PAID,49,Lab Equipment,$38.67,$58.06,$929.17,"$1,894.83",32.90%
10986,11/1/2025,642,144,4,"$1,121.73",PAID,31,Surgical Supplies,$217.95,$322.83,$249.93,$871.80,22.28%
10987,5/16/2024,589,109,357,$561.01,PAID,28,Patient Care,$1.28,$1.70,$104.05,$456.96,18.55%
10988,4/8/2025,526,551,204,"$3,071.02",OVERDUE,,Patient Care,$10.83,$16.53,$861.70,"$2,209.32",28.06%
10989,5/14/2025,563,248,102,"$1,436.11",OVERDUE,,Patient Care,$9.06,$14.20,$511.99,$924.12,35.65%
10990,7/26/2025,513,260,93,$374.32,PENDING,,Personal Protective Equipment,$2.80,$4.33,$113.92,$260.40,30.43%
10991,1/1/2024,548,259,26,$569.12,PAID,4,Lab Equipment,$16.06,$24.69,$151.56,$417.56,26.63%
10992,5/5/2025,612,176,3,"$1,933.09",OVERDUE,,Surgical Supplies,$473.40,$649.01,$512.89,"$1,420.20",26.53%
10993,9/28/2025,507,207,376,$969.32,DENIED,,Patient Care,$1.66,$2.69,$345.16,$624.16,35.61%
10994,7/11/2024,502,502,1,$548.52,PAID,18,Surgical Supplies,$449.50,$603.68,$99.02,$449.50,18.05%
10995,12/21/2024,566,204,453,"$1,481.59",PENDING,,Personal Protective Equipment,$2.72,$3.75,$249.43,"$1,232.16",16.84%
10996,11/10/2024,671,621,473,"$1,100.63",PAID,8,Personal Protective Equipment,$1.94,$2.71,$183.01,$917.62,16.63%
10997,12/24/2025,646,148,46,"$2,387.16",PAID,47,Lab Equipment,$40.46,$53.64,$526.00,"$1,861.16",22.03%
10998,3/27/2025,681,217,45,$801.00,DENIED,,Lab Equipment,$15.27,$19.91,$113.85,$687.15,14.21%
10999,1/21/2024,561,510,151,"$1,611.56",DENIED,,Patient Care,$8.25,$12.32,$365.81,"$1,245.75",22.70%
11000,6/15/2025,630,422,67,$918.84,PAID,13,Personal Protective Equipment,$10.04,$15.35,$246.16,$672.68,26.79%
11000,6/15/2025,630,422,67,$918.84,PAID,13,Personal Protective Equipment,$10.04,$15.35,$246.16,$672.68,26.79%
11001,4/22/2025,547,296,178,$409.06,PAID,2,Personal Protective Equipment,$1.64,$2.59,$117.14,$291.92,28.64%
11002,5/30/2024,587,517,1,$419.23,PAID,52,Surgical Supplies,$302.85,$474.19,$116.38,$302.85,27.76%
11003,3/19/2025,508,567,411,"$3,628.99",OVERDUE,,Patient Care,$6.17,$10.04,"$1,093.12","$2,535.87",30.12%
11004,5/4/2025,591,287,38,"$1,948.86",PAID,38,Lab Equipment,$39.95,$55.50,$430.76,"$1,518.10",22.10%
11005,11/3/2025,549,123,111,"$1,051.16",PENDING,,Patient Care,$7.36,$10.61,$234.20,$816.96,22.28%
11006,6/1/2025,618,149,25,$996.06,PAID,46,Diagnostics,$27.91,$46.18,$298.31,$697.75,29.95%
11007,1/22/2025,655,413,27,"$2,106.94",PAID,11,Lab Equipment,$56.85,$83.99,$571.99,"$1,534.95",27.15%
11008,8/26/2025,545,377,87,$255.04,DENIED,,Patient Care,$1.89,$3.20,$90.61,$164.43,35.53%
11009,6/8/2024,632,556,1,$375.11,PAID,16,Surgical Supplies,$304.64,$433.54,$70.47,$304.64,18.79%
11010,1/29/2024,671,640,141,$330.47,PAID,14,Personal Protective Equipment,$1.94,$2.71,$56.93,$273.54,17.23%
11011,9/16/2024,673,261,266,$472.21,DENIED,,Personal Protective Equipment,$1.21,$2.03,$150.35,$321.86,31.84%
11012,1/22/2025,643,376,455,"$1,309.66",OVERDUE,,Personal Protective Equipment,$2.00,$3.26,$399.66,$910.00,30.52%
11013,2/23/2025,596,355,182,$534.66,DENIED,,Personal Protective Equipment,$1.95,$3.13,$179.76,$354.90,33.62%
11014,8/28/2024,516,142,70,$676.22,DENIED,,Patient Care,$7.04,$10.24,$183.42,$492.80,27.12%
11015,5/13/2024,541,273,176,$592.42,OVERDUE,,Patient Care,$2.06,$3.39,$229.86,$362.56,38.80%
11016,2/6/2025,624,104,3,"$1,539.31",PAID,3,Surgical Supplies,$447.47,$595.87,$196.90,"$1,342.41",12.79%
11017,9/24/2025,586,288,34,"$3,315.43",PAID,53,Lab Equipment,$72.41,$112.59,$853.49,"$2,461.94",25.74%
11018,2/16/2025,617,643,19,$616.21,DENIED,,Diagnostics,$21.47,$33.10,$208.28,$407.93,33.80%
11019,8/10/2024,509,477,183,$386.81,PAID,17,Personal Protective Equipment,$1.66,$2.22,$83.03,$303.78,21.47%
11020,12/1/2025,553,244,47,"$1,797.80",PAID,42,Diagnostics,$24.52,$40.57,$645.36,"$1,152.44",35.90%
11021,5/30/2024,573,580,17,$369.50,PAID,49,Diagnostics,$15.18,$22.18,$111.44,$258.06,30.16%
11022,3/11/2024,509,214,326,$690.49,OVERDUE,,Personal Protective Equipment,$1.66,$2.22,$149.33,$541.16,21.63%
11023,5/7/2025,655,277,12,$959.00,DENIED,,Lab Equipment,$56.85,$83.99,$276.80,$682.20,28.86%
11024,3/13/2024,606,166,43,"$3,401.81",PAID,27,Lab Equipment,$49.01,$82.70,"$1,294.38","$2,107.43",38.05%
11025,11/18/2024,548,121,32,$779.64,PAID,36,Lab Equipment,$16.06,$24.69,$265.72,$513.92,34.08%
11026,10/7/2025,663,318,1,$637.31,PAID,8,Surgical Supplies,$468.78,$671.02,$168.53,$468.78,26.44%
11027,3/3/2025,579,620,48,"$1,824.35",PAID,4,Diagnostics,$32.66,$44.06,$256.67,"$1,567.68",14.07%
11028,7/18/2025,628,173,336,"$1,092.39",DENIED,,Patient Care,$2.32,$3.54,$312.87,$779.52,28.64%
11029,11/19/2024,678,518,48,"$3,304.31",PAID,24,Diagnostics,$47.78,$69.51,"$1,010.87","$2,293.44",30.59%
11030,1/9/2025,608,167,107,$428.06,PAID,51,Personal Protective Equipment,$3.28,$4.61,$77.10,$350.96,18.01%
11031,11/21/2024,621,414,169,"$1,900.97",PAID,40,Personal Protective Equipment,$8.93,$13.11,$391.80,"$1,509.17",20.61%
11032,1/29/2025,647,206,112,$500.66,PAID,21,Personal Protective Equipment,$2.76,$4.61,$191.54,$309.12,38.26%
11033,6/7/2025,552,384,15,$639.87,OVERDUE,,Diagnostics,$34.38,$47.83,$124.17,$515.70,19.41%
11034,7/8/2024,650,306,4,"$2,156.08",PAID,34,Surgical Supplies,$447.19,$629.64,$367.32,"$1,788.76",17.04%
11035,6/28/2025,630,309,108,"$1,495.57",OVERDUE,,Personal Protective Equipment,$10.04,$15.35,$411.25,"$1,084.32",27.50%
11036,1/3/2025,628,318,221,$696.06,PAID,42,Patient Care,$2.32,$3.54,$183.34,$512.72,26.34%
11037,1/29/2025,683,230,159,"$1,996.81",PAID,8,Patient Care,$8.35,$12.93,$669.16,"$1,327.65",33.51%
11038,4/2/2024,655,160,45,"$3,673.16",PAID,42,Lab Equipment,$56.85,$83.99,"$1,114.91","$2,558.25",30.35%
11039,8/27/2025,572,516,203,"$2,003.02",DENIED,,Personal Protective Equipment,$6.82,$10.21,$618.56,"$1,384.46",30.88%
11040,5/18/2025,661,560,1,$243.72,PAID,5,Surgical Supplies,$188.79,$272.99,$54.93,$188.79,22.54%
11041,4/5/2025,574,559,203,"$1,289.18",PAID,47,Personal Protective Equipment,$5.06,$6.84,$262.00,"$1,027.18",20.32%
11042,2/10/2024,627,450,25,"$1,458.25",PAID,20,Diagnostics,$36.22,$59.80,$552.75,$905.50,37.91%
11043,1/7/2025,670,409,226,$466.77,OVERDUE,,Patient Care,$1.79,$2.41,$62.23,$404.54,13.33%
11044,2/18/2024,665,465,10,"$5,622.34",DENIED,,Surgical Supplies,$378.10,$642.03,"$1,841.34","$3,781.00",32.75%
11045,7/22/2024,512,159,469,"$6,373.22",PAID,49,Patient Care,$10.56,$15.24,"$1,420.58","$4,952.64",22.29%
