ORDER_ID,ORDER_DATE,PRODUCT_ID,CUSTOMER_ID,QUANTITY,PRICE,PAYMENT_STATUS,DAYS_TO_PAY,,UNIT_COST,LISTED_PRICE,GROSS_PROFIT,TOTAL_COGS,GROSS_MARGIN
12602,1/14/2025,526,320,146,2163.03,DENIED,,,10.83,16.53,581.85,,26.90%
12603,7/12/2025,617,101,19,619.47,PAID,33,,21.47,33.1,211.54,,34.15%
12604,1/26/2025,637,252,376,6866.75,DENIED,,,11.85,19.79,2411.15,,35.11%
12605,10/28/2024,524,290,20,1727.59,PAID,52,,69.73,94.24,332.99,,19.27%
12606,4/23/2024,559,413,2,789.48,PAID,34,,313.19,413.43,163.1,,20.66%
12607,7/14/2025,677,294,13,469.15,PAID,37,,23.4,38.03,164.95,,35.16%
12608,2/14/2024,610,593,1,450.03,PAID,38,,335.99,461.72,114.04,,25.34%
12609,11/26/2025,559,481,3,1104.94,DENIED,,,313.19,413.43,165.37,,14.97%
12610,10/27/2024,562,523,44,1023.3,PAID,49,,15.78,25.18,328.98,,32.15%
12611,12/16/2024,612,392,3,1712.27,PAID,17,,473.4,649.01,292.07,,17.06%
12612,9/15/2025,555,298,2,1178.55,PAID,52,,370.96,591.84,436.63,,37.05%
12613,11/12/2024,560,600,3,836.63,PAID,26,,165.1,280.28,341.33,,40.80%
12614,3/23/2024,573,545,40,815.33,PAID,52,,15.18,22.18,208.13,,25.53%
12615,2/8/2024,660,436,16,1380.52,PAID,12,,58.99,97.26,436.68,,31.63%
12616,4/28/2024,562,582,16,368.08,PAID,59,,15.78,25.18,115.6,,31.41%
12617,3/27/2024,587,605,2,864.09,PAID,10,,302.85,474.19,258.39,,29.90%
12618,8/21/2025,672,171,351,2869.18,DENIED,,,5.41,8.23,970.27,,33.82%
12619,7/22/2025,657,341,2,868.85,PAID,24,,356.31,509.76,156.23,,17.98%
12620,11/13/2025,613,312,45,2575.59,PAID,43,,38.49,64.11,843.54,,32.75%
12621,1/31/2024,508,356,90,836.92,OVERDUE,,,6.17,10.04,281.62,,33.65%
12622,11/24/2025,518,615,181,1602.23,PAID,6,,7,9.58,335.23,,20.92%
12623,8/23/2024,517,625,293,4533.7,PAID,27,,11.84,16.82,1064.58,,23.48%
12624,10/19/2025,547,102,306,680.48,DENIED,,,1.64,2.59,178.64,,26.25%
12625,9/15/2024,545,394,354,1004.47,DENIED,,,1.89,3.2,335.41,,33.39%
12626,7/25/2024,639,183,20,554.85,PAID,20,,20.92,28.29,136.45,,24.59%
12627,6/2/2025,624,628,1,514.5,PAID,41,,447.47,595.87,67.03,,13.03%
12628,1/19/2025,680,527,268,318.53,PAID,49,,0.92,1.3,71.97,,22.59%
12629,6/12/2024,654,303,238,1585.51,PAID,35,,4.68,7.6,471.67,,29.75%
12630,9/24/2024,546,383,499,6550.46,PAID,49,,8.82,14.24,2149.28,,32.81%
12631,5/29/2025,595,252,138,2132.12,DENIED,,,10.99,16.89,615.5,,28.87%
12632,9/16/2025,540,422,12,1068.4,PAID,31,,65.43,91.11,283.24,,26.51%
12633,5/19/2024,669,437,413,1504.36,PAID,47,,2.75,4.09,368.61,,24.50%
12634,2/22/2025,519,496,30,1310.24,PAID,24,,36.56,48.52,213.44,,16.29%
12635,5/19/2024,657,199,2,964.02,PAID,31,,356.31,509.76,251.4,,26.08%
12636,2/24/2024,577,168,262,1211.73,PAID,53,,3.07,4.92,407.39,,33.62%
12637,5/5/2025,514,411,2,743.69,DENIED,,,280.75,378.21,182.19,,24.50%
12638,9/16/2024,603,544,481,2760.35,OVERDUE,,,4,6.73,836.35,,30.30%
12639,10/1/2025,516,168,337,3321.65,OVERDUE,,,7.04,10.24,949.17,,28.58%
12640,12/15/2024,650,293,4,2229.32,PAID,23,,447.19,629.64,440.56,,19.76%
12641,3/31/2025,502,151,2,1042.01,PAID,55,,449.5,603.68,143.01,,13.72%
12642,1/23/2025,683,161,206,2623.47,DENIED,,,8.35,12.93,903.37,,34.43%
12643,4/22/2024,555,539,2,1006.19,PAID,7,,370.96,591.84,264.27,,26.26%
12644,5/31/2024,622,370,27,2314.54,PAID,16,,69.28,91.64,443.98,,19.18%
12645,8/10/2025,681,230,39,736.12,OVERDUE,,,15.27,19.91,140.59,,19.10%
12646,8/16/2025,508,498,188,1629.39,OVERDUE,,,6.17,10.04,469.43,,28.81%
12647,2/5/2024,530,259,1,510.8,OVERDUE,,,355.07,578.4,155.73,,30.49%
12648,5/28/2025,621,345,275,3408.78,OVERDUE,,,8.93,13.11,953.03,,27.96%
12649,1/23/2024,610,478,1,435.51,PAID,24,,335.99,461.72,99.52,,22.85%
12650,10/14/2025,528,357,2,537.49,PAID,1,,213.55,311.65,110.39,,20.54%
12651,8/2/2024,597,461,14,756.97,PAID,11,,37.61,62.45,230.43,,30.44%
12652,11/10/2024,592,128,2,1038.2,PAID,32,,367.87,596.86,302.46,,29.13%
12653,3/28/2025,641,275,226,3663.5,PAID,50,,11.59,17.07,1044.16,,28.50%
12654,9/21/2024,658,338,2,799.69,PAID,28,,349.59,454.72,100.51,,12.57%
12655,7/23/2024,637,138,201,3568.92,OVERDUE,,,11.85,19.79,1187.07,,33.26%
12656,12/11/2024,553,192,31,1079.32,PAID,4,,24.52,40.57,319.2,,29.57%
12657,3/18/2024,558,376,34,782.94,PAID,14,,15.88,23.04,243.02,,31.04%
12658,11/1/2024,501,540,2,1105.14,PAID,46,,435.39,623.59,234.36,,21.21%
12659,5/22/2025,656,361,49,1298.77,PAID,50,,18.13,27.23,410.4,,31.60%
12660,3/2/2024,627,586,20,1016.79,PAID,9,,36.22,59.8,292.39,,28.76%
12661,7/12/2024,662,150,426,2795.5,PAID,49,,3.98,6.69,1100.02,,39.35%
12662,9/24/2025,660,612,34,3165.75,PAID,27,,58.99,97.26,1160.09,,36.65%
12663,6/18/2024,628,247,184,562.45,PAID,14,,2.32,3.54,135.57,,24.10%
12664,7/15/2025,649,193,26,1734.51,OVERDUE,,,47.06,76.52,510.95,,29.46%
12665,1/30/2024,583,394,47,4426.39,PAID,19,,73.36,110.17,978.47,,22.11%
12666,4/26/2024,510,527,1,299.5,PAID,1,,255.3,341.41,44.2,,14.76%
12667,10/5/2025,569,515,45,1531.55,PAID,43,,21.45,35.87,566.3,,36.98%
12668,12/28/2025,543,265,21,1422.61,PAID,9,,43.16,68.18,516.25,,36.29%
12669,1/31/2025,594,551,483,1161.53,PAID,48,,1.6,2.5,388.73,,33.47%
12670,9/8/2024,560,256,2,552.6,PAID,10,,165.1,280.28,222.4,,40.25%
12671,7/24/2025,645,447,2,580.82,PAID,21,,209.15,329.51,162.52,,27.98%
12672,10/17/2025,654,318,367,2405.83,DENIED,,,4.68,7.6,688.27,,28.61%
12673,6/17/2024,573,147,13,265.99,PENDING,,,15.18,22.18,68.65,,25.81%
12674,10/14/2024,646,369,22,1069.09,PAID,59,,40.46,53.64,178.97,,16.74%
12675,8/10/2025,649,591,38,2781.93,PAID,57,,47.06,76.52,993.65,,35.72%
12676,7/7/2025,552,420,49,2202.05,PAID,3,,34.38,47.83,517.43,,23.50%
12677,1/8/2024,661,257,1,244.49,PAID,32,,188.79,272.99,55.7,,22.78%
12678,12/29/2025,651,477,3,1588.41,PAID,7,,371.71,620.94,473.28,,29.80%
12679,3/31/2024,502,222,3,1722.53,PAID,18,,449.5,603.68,374.03,,21.71%
12680,10/24/2024,596,139,454,1262.75,DENIED,,,1.95,3.13,377.45,,29.89%
12681,1/2/2025,672,308,143,1162.85,OVERDUE,,,5.41,8.23,389.22,,33.47%
12682,2/16/2024,543,602,19,1210.47,PAID,5,,43.16,68.18,390.43,,32.25%
12683,8/20/2024,679,179,439,4802.21,PAID,47,,8.77,12.53,952.18,,19.83%
12684,1/4/2024,586,347,40,4201.8,PAID,42,,72.41,112.59,1305.4,,31.07%
12685,6/3/2024,513,565,343,1262.45,PAID,45,,2.8,4.33,302.05,,23.93%
12686,8/19/2025,677,605,47,1741.27,PAID,31,,23.4,38.03,641.47,,36.84%
12687,3/31/2025,578,631,42,3384.07,PENDING,,,59.33,83.6,892.21,,26.36%
12688,12/11/2024,591,519,42,2297.46,PAID,52,,39.95,55.5,619.56,,26.97%
12689,8/1/2025,632,334,1,376.81,PAID,31,,304.64,433.54,72.17,,19.15%
12690,12/11/2025,634,175,13,754.42,PAID,15,,43.61,60.86,187.49,,24.85%
12691,6/4/2024,572,481,136,1220.77,OVERDUE,,,6.82,10.21,293.25,,24.02%
12692,2/15/2024,583,608,48,4621.12,PAID,27,,73.36,110.17,1099.84,,23.80%
12693,5/21/2025,539,178,22,1109.15,PAID,16,,42.06,54.72,183.83,,16.57%
12694,1/23/2025,661,512,1,241.92,PAID,8,,188.79,272.99,53.13,,21.96%
12695,11/27/2025,572,351,325,3024.54,PAID,50,,6.82,10.21,808.04,,26.72%
12696,4/19/2025,511,505,465,2236.54,PAID,1,,3.3,5.24,702.04,,31.39%
12697,12/14/2025,646,452,47,2480.36,PAID,2,,40.46,53.64,578.74,,23.33%
12698,4/12/2024,665,147,1,586.57,PAID,34,,378.1,642.03,208.47,,35.54%
12699,5/30/2024,596,348,136,380.83,OVERDUE,,,1.95,3.13,115.63,,30.36%
12700,2/8/2024,669,643,351,1368.95,PENDING,,,2.75,4.09,403.7,,29.49%
12700,2/8/2024,669,643,351,1368.95,PENDING,,,2.75,4.09,403.7,,29.49%
12701,1/6/2024,638,586,2,350.96,PAID,23,,120.76,177.64,109.44,,31.18%
12702,9/11/2024,514,244,2,724.72,PAID,11,,280.75,378.21,163.22,,22.52%
12703,6/17/2024,656,328,42,1052.81,PAID,35,,18.13,27.23,291.35,,27.67%
12704,10/20/2024,582,121,275,1573.56,DENIED,,,4.8,6.61,253.56,,16.11%
12705,2/4/2024,619,557,351,6591.1,DENIED,,,11.72,19.21,2477.38,,37.59%
12706,1/26/2025,520,551,64,565.2,PAID,59,,6.08,9.27,176.08,,31.15%
12707,12/2/2025,645,558,1,321.36,DENIED,,,209.15,329.51,112.21,,34.92%
12708,1/13/2025,644,599,37,3950.58,PAID,24,,66.68,112.01,1483.42,,37.55%
12709,5/24/2025,532,152,34,1937.34,PAID,9,,34.94,59.07,749.38,,38.68%
12710,1/30/2025,613,514,47,2609.62,PAID,15,,38.49,64.11,800.59,,30.68%
12711,10/19/2025,611,356,140,2114.39,PAID,33,,11.69,15.87,477.79,,22.60%
12712,2/8/2024,548,278,15,360.17,PAID,36,,16.06,24.69,119.27,,33.11%
12713,5/5/2025,509,600,492,1037.1,DENIED,,,1.66,2.22,220.38,,21.25%
12714,2/14/2025,661,323,4,1077.75,PAID,5,,188.79,272.99,322.59,,29.93%
12715,11/3/2024,630,482,125,1879.27,DENIED,,,10.04,15.35,624.27,,33.22%
12716,12/4/2024,637,497,146,2492.49,DENIED,,,11.85,19.79,762.39,,30.59%
12717,8/14/2025,576,350,324,1613.66,PAID,55,,3.68,5.57,421.34,,26.11%
12718,4/19/2025,586,340,34,3373.29,PAID,57,,72.41,112.59,911.35,,27.02%
12719,2/26/2024,530,493,1,549.05,PAID,56,,355.07,578.4,193.98,,35.33%
12720,5/28/2024,600,585,5,1648.66,OVERDUE,,,244.89,366.51,424.21,,25.73%
12721,3/11/2025,560,367,2,546.18,PAID,52,,165.1,280.28,215.98,,39.54%
12722,11/23/2025,664,252,18,581.58,PAID,40,,20.48,33,212.94,,36.61%
12723,7/15/2024,579,458,31,1207.96,PAID,43,,32.66,44.06,195.5,,16.18%
12724,11/21/2024,636,126,44,3318.22,DENIED,,,55,79.32,898.22,,27.07%
12725,11/1/2025,683,385,54,619.78,OVERDUE,,,8.35,12.93,168.88,,27.25%
12726,1/24/2025,514,613,1,365.31,PAID,7,,280.75,378.21,84.56,,23.15%
12727,4/9/2024,672,388,73,555.37,PAID,12,,5.41,8.23,160.44,,28.89%
12728,6/24/2025,535,264,49,2852.52,PAID,28,,43.14,67.52,738.66,,25.89%
12729,10/4/2024,619,575,291,5169.93,OVERDUE,,,11.72,19.21,1759.41,,34.03%
12730,12/30/2024,510,266,4,1338.71,PAID,56,,255.3,341.41,317.51,,23.72%
12731,8/10/2024,636,297,33,2412.07,PAID,27,,55,79.32,597.07,,24.75%
12732,4/12/2025,558,147,12,241.86,PAID,45,,15.88,23.04,51.3,,21.21%
12733,7/1/2025,602,114,43,2937.49,PAID,5,,49.69,76.5,800.82,,27.26%
12734,10/11/2025,574,119,233,1485.35,DENIED,,,5.06,6.84,306.37,,20.63%
12735,3/8/2025,513,187,337,1260.32,PAID,7,,2.8,4.33,316.72,,25.13%
12736,10/29/2024,579,269,17,709.09,PAID,21,,32.66,44.06,153.87,,21.70%
12737,4/4/2024,586,159,18,1801.89,PAID,9,,72.41,112.59,498.51,,27.67%
12738,8/22/2024,503,105,26,2286.87,PENDING,,,71.8,94.91,420.07,,18.37%
12739,11/28/2025,632,482,3,1284.21,PAID,40,,304.64,433.54,370.29,,28.83%
12740,2/3/2024,678,303,40,2679.71,OVERDUE,,,47.78,69.51,768.51,,28.68%
12741,2/24/2025,529,388,1,568.98,PAID,31,,339.66,574.91,229.32,,40.30%
12742,1/22/2025,675,167,1,264.11,PAID,18,,191.25,300.81,72.86,,27.59%
12743,6/25/2025,541,536,276,885.62,PAID,14,,2.06,3.39,317.06,,35.80%
12744,9/20/2024,664,353,33,1081.79,PAID,22,,20.48,33,405.95,,37.53%
12745,10/20/2025,530,107,1,557.94,PAID,2,,355.07,578.4,202.87,,36.36%
12746,8/7/2025,539,156,45,2151.45,PAID,57,,42.06,54.72,258.75,,12.03%
12747,5/1/2024,637,646,439,8327.15,PAID,27,,11.85,19.79,3125,,37.53%
12748,10/18/2024,631,326,42,1806.39,PAID,5,,28.25,43.74,619.89,,34.32%
12749,5/27/2025,649,383,31,2090.77,PAID,12,,47.06,76.52,631.91,,30.22%
12750,12/17/2025,579,211,19,805.14,PAID,46,,32.66,44.06,184.6,,22.93%
12751,3/4/2025,678,596,20,1353.65,PAID,29,,47.78,69.51,398.05,,29.41%
12752,10/3/2024,658,533,3,1226.58,PAID,43,,349.59,454.72,177.81,,14.50%
12753,4/11/2025,568,237,1,236.87,PAID,26,,177.57,274.3,59.3,,25.03%
12754,12/10/2024,676,110,19,1495.41,PAID,6,,65.31,85.69,254.52,,17.02%
12755,7/16/2025,520,266,308,2540.7,DENIED,,,6.08,9.27,668.06,,26.29%
12756,11/4/2024,615,258,48,2456.48,PAID,5,,36.67,55.26,696.32,,28.35%
12757,9/12/2025,578,506,20,1446.77,PAID,19,,59.33,83.6,260.17,,17.98%
12758,3/3/2025,537,362,23,1409.31,PAID,29,,38.5,62.18,523.81,,37.17%
12759,3/22/2025,575,619,10,4676.79,PAID,48,,327.14,545.77,1405.39,,30.05%
12760,8/8/2024,579,292,44,1902.37,PAID,24,,32.66,44.06,465.33,,24.46%
12761,5/21/2024,520,544,226,1991.04,DENIED,,,6.08,9.27,616.96,,30.99%
12762,9/12/2025,576,625,152,802.2,OVERDUE,,,3.68,5.57,242.84,,30.27%
12763,8/26/2024,521,344,200,2622.13,PAID,42,,11.14,15.24,394.13,,15.03%
12764,8/15/2024,600,178,2,710.19,PAID,12,,244.89,366.51,220.41,,31.04%
12765,12/7/2025,663,507,1,617.07,PAID,52,,468.78,671.02,148.29,,24.03%
12766,10/27/2024,631,373,23,892.78,PAID,52,,28.25,43.74,243.03,,27.22%
12767,7/17/2025,548,341,39,862.06,PAID,6,,16.06,24.69,235.72,,27.34%
12768,3/4/2025,636,358,24,1626.3,PAID,5,,55,79.32,306.3,,18.83%
12769,9/15/2024,539,488,49,2540.22,PAID,26,,42.06,54.72,479.28,,18.87%
12770,6/16/2025,624,517,1,550.28,PAID,18,,447.47,595.87,102.81,,18.68%
12771,10/13/2024,622,551,15,1325.4,PAID,39,,69.28,91.64,286.2,,21.59%
12772,6/8/2025,626,177,231,1832.69,OVERDUE,,,6.01,8.89,444.38,,24.25%
12773,5/6/2024,599,214,375,689.58,PAID,29,,1.25,2.07,220.83,,32.02%
12774,8/14/2024,554,450,41,2156.2,PAID,50,,42.7,61.63,405.5,,18.81%
12775,5/17/2024,586,402,28,2740.9,PAID,46,,72.41,112.59,713.42,,26.03%
12776,6/10/2025,650,117,1,617.13,OVERDUE,,,447.19,629.64,169.94,,27.54%
12777,10/3/2025,647,460,113,505.48,DENIED,,,2.76,4.61,193.6,,38.30%
12778,10/2/2024,558,141,34,763.09,PAID,6,,15.88,23.04,223.17,,29.25%
12779,4/10/2025,536,469,31,2792,PAID,53,,68.2,98.92,677.8,,24.28%
12780,8/31/2025,623,116,3,604.6,PAID,49,,126.16,204.34,226.12,,37.40%
12781,4/4/2024,590,352,42,3004.27,PAID,45,,57.87,82.38,573.73,,19.10%
12782,10/22/2024,664,374,14,457.41,DENIED,,,20.48,33,170.69,,37.32%
12783,9/23/2024,575,508,1,526.7,PAID,24,,327.14,545.77,199.56,,37.89%
12784,10/5/2024,594,220,130,317.99,OVERDUE,,,1.6,2.5,109.99,,34.59%
12785,2/29/2024,639,363,49,1239.47,PAID,41,,20.92,28.29,214.39,,17.30%
12786,7/29/2025,649,476,39,2767.56,DENIED,,,47.06,76.52,932.22,,33.68%
12787,2/3/2024,605,253,22,1373.87,OVERDUE,,,49.04,72.37,294.99,,21.47%
12788,5/31/2025,540,153,19,1508.89,DENIED,,,65.43,91.11,265.72,,17.61%
12789,10/20/2024,669,236,433,1752.33,PAID,23,,2.75,4.09,561.58,,32.05%
12790,1/11/2025,606,465,20,1496.38,PAID,49,,49.01,82.7,516.18,,34.50%
12791,6/5/2025,513,584,141,574.46,OVERDUE,,,2.8,4.33,179.66,,31.27%
12792,1/1/2025,642,297,1,293.61,DENIED,,,217.95,322.83,75.66,,25.77%
12793,2/2/2024,513,296,355,1368.82,PAID,5,,2.8,4.33,374.82,,27.38%
12794,1/12/2024,587,528,1,419.51,PAID,51,,302.85,474.19,116.66,,27.81%
12795,4/23/2024,638,490,2,318.93,PAID,31,,120.76,177.64,77.41,,24.27%
12796,2/8/2025,675,105,4,1052.98,PAID,43,,191.25,300.81,287.98,,27.35%
12797,11/29/2024,628,218,253,890.58,DENIED,,,2.32,3.54,303.62,,34.09%
12798,2/10/2025,645,410,1,282.87,PAID,9,,209.15,329.51,73.72,,26.06%
12799,7/14/2025,506,152,450,5793.21,PENDING,,,9.88,13.61,1347.21,,23.25%
12800,8/13/2024,581,145,27,2394.85,PAID,27,,60.54,99.47,760.27,,31.75%
12800,8/13/2024,581,145,27,2394.85,PAID,27,,60.54,99.47,760.27,,31.75%
12801,11/4/2024,519,579,31,1294.37,PAID,8,,36.56,48.52,161.01,,12.44%
12802,4/14/2025,587,311,3,1235.17,PAID,38,,302.85,474.19,326.62,,26.44%
12803,4/7/2024,603,428,274,1634.29,PAID,3,,4,6.73,538.29,,32.94%
12804,6/24/2024,635,523,22,1857.78,PAID,13,,53.43,89.43,682.32,,36.73%
12805,3/10/2025,518,187,343,2997.94,DENIED,,,7,9.58,596.94,,19.91%
12806,9/9/2024,536,222,24,2310.99,PAID,42,,68.2,98.92,674.19,,29.17%
12807,6/12/2025,663,640,3,1837.96,PAID,35,,468.78,671.02,431.62,,23.48%
12808,10/24/2024,654,263,147,1045.91,PAID,28,,4.68,7.6,357.95,,34.22%
12809,8/1/2025,673,574,379,673.71,DENIED,,,1.21,2.03,215.12,,31.93%
12810,7/2/2024,526,492,455,7227.51,PENDING,,,10.83,16.53,2299.86,,31.82%
12811,7/8/2024,657,274,2,980.83,PAID,21,,356.31,509.76,268.21,,27.35%
12812,11/25/2025,525,629,497,3016.63,DENIED,,,5.4,7.05,332.83,,11.03%
12813,7/28/2024,643,275,426,1226.46,PAID,2,,2,3.26,374.46,,30.53%
12814,12/20/2024,630,304,247,3590.61,OVERDUE,,,10.04,15.35,1110.73,,30.93%
12815,5/18/2024,582,346,450,2545.77,PAID,56,,4.8,6.61,385.77,,15.15%
12816,10/12/2024,586,506,22,2386.37,PAID,34,,72.41,112.59,793.35,,33.25%
12817,8/3/2025,518,525,320,3039.92,PAID,8,,7,9.58,799.92,,26.31%
12818,6/6/2024,631,568,44,1837.55,PAID,36,,28.25,43.74,594.55,,32.36%
12819,3/17/2025,553,553,40,1538.45,PAID,6,,24.52,40.57,557.65,,36.25%
12820,10/1/2025,671,398,65,152.04,PAID,32,,1.94,2.71,25.94,,17.06%
12821,6/25/2025,619,270,58,987.93,DENIED,,,11.72,19.21,308.17,,31.19%
12822,7/10/2025,535,572,49,3231.27,DENIED,,,43.14,67.52,1117.41,,34.58%
12823,9/18/2025,522,309,16,660.24,PAID,58,,32.15,46.02,145.84,,22.09%
12824,3/3/2025,568,203,1,234.02,PAID,37,,177.57,274.3,56.45,,24.12%
12825,10/11/2024,506,145,218,2953.92,PAID,22,,9.88,13.61,800.08,,27.09%
12826,12/11/2024,613,349,28,1649.58,PAID,44,,38.49,64.11,571.86,,34.67%
12827,11/27/2024,682,403,15,1323.01,PAID,45,,56.96,89.66,468.61,,35.42%
12828,3/29/2025,542,582,49,3269.28,DENIED,,,52.54,73.54,694.82,,21.25%
12829,9/17/2024,587,521,2,920.78,PAID,55,,302.85,474.19,315.08,,34.22%
12830,2/14/2025,659,202,116,1043.54,DENIED,,,6.09,9.37,337.1,,32.30%
12831,7/30/2025,587,554,4,1868.18,PAID,35,,302.85,474.19,656.78,,35.16%
12832,10/3/2024,603,315,486,2807.12,PAID,28,,4,6.73,863.12,,30.75%
12833,2/19/2025,537,464,40,2239.86,PAID,51,,38.5,62.18,699.86,,31.25%
12834,2/5/2025,582,251,184,1213.01,PAID,9,,4.8,6.61,329.81,,27.19%
12835,11/22/2025,673,354,355,649.49,DENIED,,,1.21,2.03,219.94,,33.86%
12836,7/31/2024,673,368,178,348.7,PAID,20,,1.21,2.03,133.32,,38.23%
12837,7/23/2025,506,487,295,3738.63,PAID,9,,9.88,13.61,824.03,,22.04%
12838,10/16/2024,616,248,423,943.99,PAID,21,,1.42,2.33,343.33,,36.37%
12839,8/3/2025,555,585,3,1531.59,DENIED,,,370.96,591.84,418.71,,27.34%
12840,11/11/2024,573,462,39,854.47,PAID,8,,15.18,22.18,262.45,,30.71%
12841,7/28/2024,530,156,2,1074.81,PAID,4,,355.07,578.4,364.67,,33.93%
12842,6/26/2024,632,344,1,429.44,PAID,17,,304.64,433.54,124.8,,29.06%
12843,1/8/2025,506,557,244,2911.14,DENIED,,,9.88,13.61,500.42,,17.19%
12844,10/18/2025,510,315,1,319.36,PAID,7,,255.3,341.41,64.06,,20.06%
12845,11/6/2025,608,500,479,1945.34,OVERDUE,,,3.28,4.61,374.22,,19.24%
12846,3/4/2025,530,419,2,993.64,PAID,18,,355.07,578.4,283.5,,28.53%
12847,6/16/2025,611,290,123,1905.34,OVERDUE,,,11.69,15.87,467.47,,24.53%
12848,9/16/2025,567,549,5,3238.14,PAID,46,,477.06,738.28,852.84,,26.34%
12849,1/26/2024,668,247,398,4634.96,DENIED,,,8.52,11.71,1244,,26.84%
12850,9/4/2024,645,425,2,578.97,PAID,7,,209.15,329.51,160.67,,27.75%
12851,12/19/2024,644,442,43,4517.6,PAID,26,,66.68,112.01,1650.36,,36.53%
12852,3/5/2025,617,321,35,986.99,DENIED,,,21.47,33.1,235.54,,23.86%
12853,5/5/2025,542,291,36,2500.17,PAID,22,,52.54,73.54,608.73,,24.35%
12854,6/26/2024,618,485,29,1204.74,PAID,11,,27.91,46.18,395.35,,32.82%
12855,12/3/2025,509,237,368,731.53,DENIED,,,1.66,2.22,120.65,,16.49%
12856,11/10/2025,539,138,45,2358.49,PAID,51,,42.06,54.72,465.79,,19.75%
12857,10/6/2024,588,636,24,1040.84,PAID,44,,36.06,48.69,175.4,,16.85%
12858,4/26/2024,580,531,4,813.8,PAID,49,,137.4,226.8,264.2,,32.46%
12859,9/25/2024,599,433,269,528.97,PAID,2,,1.25,2.07,192.72,,36.43%
12860,5/25/2025,647,117,191,780.15,OVERDUE,,,2.76,4.61,252.99,,32.43%
12861,3/18/2024,593,624,10,645.71,PAID,32,,40.68,67.4,238.91,,37.00%
12862,1/13/2024,609,408,44,1463.64,PAID,7,,24.36,38.09,391.8,,26.77%
12863,10/13/2025,629,495,33,3133.86,DENIED,,,66.15,107.96,950.91,,30.34%
12864,4/8/2024,681,539,44,817.35,DENIED,,,15.27,19.91,145.47,,17.80%
12865,6/21/2024,578,226,21,1664.74,DENIED,,,59.33,83.6,418.81,,25.16%
12866,6/13/2025,546,591,248,3434.45,OVERDUE,,,8.82,14.24,1247.09,,36.31%
12867,4/26/2025,616,494,166,328.89,DENIED,,,1.42,2.33,93.17,,28.33%
12868,8/31/2024,645,185,4,1241.47,PAID,55,,209.15,329.51,404.87,,32.61%
12869,11/17/2024,609,189,14,506,PAID,8,,24.36,38.09,164.96,,32.60%
12870,6/10/2025,520,189,392,3125.1,PAID,12,,6.08,9.27,741.74,,23.73%
12871,8/2/2024,617,122,43,1315.32,PAID,47,,21.47,33.1,392.11,,29.81%
12872,11/19/2024,522,460,10,435.04,PAID,51,,32.15,46.02,113.54,,26.10%
12873,9/12/2024,627,462,47,2506.35,PAID,16,,36.22,59.8,804.01,,32.08%
12874,4/10/2025,629,234,39,3925.52,PAID,59,,66.15,107.96,1345.67,,34.28%
12875,6/11/2024,598,388,48,2960.53,PAID,6,,43.35,61.73,879.73,,29.72%
12876,12/3/2024,557,366,13,1172.1,PAID,6,,67.62,103.27,293.04,,25.00%
12877,9/6/2025,623,390,2,394.97,PAID,14,,126.16,204.34,142.65,,36.12%
12878,5/18/2024,597,369,45,2669.3,PAID,19,,37.61,62.45,976.85,,36.60%
12879,11/21/2024,554,510,22,1210.61,PAID,35,,42.7,61.63,271.21,,22.40%
12880,10/18/2024,513,230,211,786.54,PAID,36,,2.8,4.33,195.74,,24.89%
12881,3/11/2025,654,337,136,1007.41,DENIED,,,4.68,7.6,370.93,,36.82%
12882,6/5/2025,507,296,228,568.41,PAID,39,,1.66,2.69,189.93,,33.41%
12883,3/2/2024,623,236,4,743.4,PAID,23,,126.16,204.34,238.76,,32.12%
12884,9/22/2025,607,428,322,469.21,OVERDUE,,,0.91,1.48,176.19,,37.55%
12885,3/8/2024,679,483,470,5214.31,PAID,57,,8.77,12.53,1092.41,,20.95%
12886,3/17/2024,532,462,28,1557.71,PAID,26,,34.94,59.07,579.39,,37.19%
12887,5/25/2024,614,515,22,2088.82,PAID,58,,68.12,99.27,590.18,,28.25%
12888,11/24/2024,587,240,1,424.27,PAID,11,,302.85,474.19,121.42,,28.62%
12889,10/17/2025,630,233,141,1967.77,OVERDUE,,,10.04,15.35,552.13,,28.06%
12890,11/11/2024,514,546,1,348.37,PAID,15,,280.75,378.21,67.62,,19.41%
12891,10/8/2025,598,636,12,730.27,PAID,44,,43.35,61.73,210.07,,28.77%
12892,9/12/2025,559,168,3,1214.58,PAID,19,,313.19,413.43,275.01,,22.64%
12893,12/8/2025,601,229,2,1000.24,PAID,55,,344.49,577.36,311.26,,31.12%
12894,6/9/2024,562,259,34,787.9,PAID,31,,15.78,25.18,251.38,,31.91%
12895,4/21/2024,554,111,15,866.84,PAID,45,,42.7,61.63,226.34,,26.11%
12896,10/18/2024,672,417,259,2076.41,DENIED,,,5.41,8.23,675.22,,32.52%
12897,7/14/2025,586,295,32,3527.72,PAID,40,,72.41,112.59,1210.6,,34.32%
12898,5/4/2025,575,206,2,1085.92,PAID,37,,327.14,545.77,431.64,,39.75%
12899,8/15/2025,535,320,13,810.8,DENIED,,,43.14,67.52,249.98,,30.83%
12900,3/5/2024,606,272,31,2482.11,PAID,14,,49.01,82.7,962.8,,38.79%
12900,3/5/2024,606,272,31,2482.11,PAID,14,,49.01,82.7,962.8,,38.79%
